country_iso,country,year,measure,unit_measure,value
ES,Spain,2010,BANKRUPTCIES,GR,-6.184181044
ES,Spain,2010,BANKRUPTCIES,ENT,4187
ES,Spain,2011,BANKRUPTCIES,GR,17.31550036
ES,Spain,2011,BANKRUPTCIES,ENT,4912
ES,Spain,2012,BANKRUPTCIES,GR,34.91449511
ES,Spain,2012,BANKRUPTCIES,ENT,6627
ES,Spain,2013,BANKRUPTCIES,GR,13.42990795
ES,Spain,2013,BANKRUPTCIES,ENT,7517
ES,Spain,2014,BANKRUPTCIES,GR,-32.20699747
ES,Spain,2014,BANKRUPTCIES,ENT,5096
ES,Spain,2015,BANKRUPTCIES,GR,-22.93956044
ES,Spain,2015,BANKRUPTCIES,ENT,3927
ES,Spain,2016,BANKRUPTCIES,GR,-15.8390629
ES,Spain,2016,BANKRUPTCIES,ENT,3305
ES,Spain,2017,BANKRUPTCIES,GR,0.15128593
ES,Spain,2017,BANKRUPTCIES,ENT,3310
ES,Spain,2018,BANKRUPTCIES,GR,1.087613293
ES,Spain,2018,BANKRUPTCIES,ENT,3346
ES,Spain,2019,BANKRUPTCIES,GR,11.89479976
ES,Spain,2019,BANKRUPTCIES,ENT,3744
ES,Spain,2020,BANKRUPTCIES,GR,-6.303418803
ES,Spain,2020,BANKRUPTCIES,ENT,3508
ES,Spain,2021,BANKRUPTCIES,GR,26.48232611
ES,Spain,2021,BANKRUPTCIES,ENT,4437
ES,Spain,2022,BANKRUPTCIES,GR,21.11787244
ES,Spain,2022,BANKRUPTCIES,ENT,5374
ES,Spain,2007,INTEREST_RATE,PA,5.33
ES,Spain,2007,INTEREST_RATE,PA,5.96
ES,Spain,2008,INTEREST_RATE,PA,4.3
ES,Spain,2008,INTEREST_RATE,PA,5.51
ES,Spain,2009,INTEREST_RATE,PA,2.16
ES,Spain,2009,INTEREST_RATE,PA,3.63
ES,Spain,2010,INTEREST_RATE,PA,2.57
ES,Spain,2010,INTEREST_RATE,PA,3.78
ES,Spain,2011,INTEREST_RATE,PA,3.36
ES,Spain,2011,INTEREST_RATE,PA,4.95
ES,Spain,2012,INTEREST_RATE,PA,2.61
ES,Spain,2012,INTEREST_RATE,PA,4.91
ES,Spain,2013,INTEREST_RATE,PA,2.69
ES,Spain,2013,INTEREST_RATE,PA,4.79
ES,Spain,2014,INTEREST_RATE,PA,1.99
ES,Spain,2014,INTEREST_RATE,PA,3.86
ES,Spain,2015,INTEREST_RATE,PA,1.97
ES,Spain,2015,INTEREST_RATE,PA,3.01
ES,Spain,2016,INTEREST_RATE,PA,1.56
ES,Spain,2016,INTEREST_RATE,PA,2.44
ES,Spain,2017,INTEREST_RATE,PA,1.56
ES,Spain,2017,INTEREST_RATE,PA,2.15
ES,Spain,2018,INTEREST_RATE,PA,1.69
ES,Spain,2018,INTEREST_RATE,PA,1.89
ES,Spain,2019,INTEREST_RATE,PA,1.15
ES,Spain,2019,INTEREST_RATE,PA,1.71
ES,Spain,2020,INTEREST_RATE,PA,1.39
ES,Spain,2020,INTEREST_RATE,PA,1.71
ES,Spain,2021,INTEREST_RATE,PA,1.04
ES,Spain,2021,INTEREST_RATE,PA,1.56
ES,Spain,2022,INTEREST_RATE,PA,3.23
ES,Spain,2022,INTEREST_RATE,PA,3.44
ES,Spain,2007,INTEREST_RATE_SPREAD,PD,0.63
ES,Spain,2008,INTEREST_RATE_SPREAD,PD,1.21
ES,Spain,2009,INTEREST_RATE_SPREAD,PD,1.47
ES,Spain,2010,INTEREST_RATE_SPREAD,PD,1.21
ES,Spain,2011,INTEREST_RATE_SPREAD,PD,1.59
ES,Spain,2012,INTEREST_RATE_SPREAD,PD,2.3
ES,Spain,2013,INTEREST_RATE_SPREAD,PD,2.1
ES,Spain,2014,INTEREST_RATE_SPREAD,PD,1.87
ES,Spain,2015,INTEREST_RATE_SPREAD,PD,1.04
ES,Spain,2016,INTEREST_RATE_SPREAD,PD,0.88
ES,Spain,2017,INTEREST_RATE_SPREAD,PD,0.59
ES,Spain,2018,INTEREST_RATE_SPREAD,PD,0.2
ES,Spain,2019,INTEREST_RATE_SPREAD,PD,0.56
ES,Spain,2020,INTEREST_RATE_SPREAD,PD,0.32
ES,Spain,2021,INTEREST_RATE_SPREAD,PD,0.52
ES,Spain,2022,INTEREST_RATE_SPREAD,PD,0.2
ES,Spain,2007,LOAN,PT_ENT,39.75782038
ES,Spain,2007,LOAN,EUR,991
ES,Spain,2007,LOAN,EUR,892.99
ES,Spain,2007,LOAN,EUR,394
ES,Spain,2008,LOAN,PT_ENT,38.42841765
ES,Spain,2008,LOAN,EUR,952.075
ES,Spain,2008,LOAN,EUR,357
ES,Spain,2008,LOAN,EUR,929
ES,Spain,2009,LOAN,PT_ENT,30.29953917
ES,Spain,2009,LOAN,EUR,868
ES,Spain,2009,LOAN,EUR,915.105
ES,Spain,2009,LOAN,EUR,263
ES,Spain,2010,LOAN,PT_ENT,31.57894737
ES,Spain,2010,LOAN,EUR,665
ES,Spain,2010,LOAN,EUR,895.894
ES,Spain,2010,LOAN,EUR,210
ES,Spain,2011,LOAN,PT_ENT,33.0170778
ES,Spain,2011,LOAN,EUR,527
ES,Spain,2011,LOAN,EUR,840.402
ES,Spain,2011,LOAN,EUR,174
ES,Spain,2012,LOAN,PT_ENT,30.10309278
ES,Spain,2012,LOAN,EUR,485
ES,Spain,2012,LOAN,EUR,707.945
ES,Spain,2012,LOAN,EUR,146
ES,Spain,2013,LOAN,PT_ENT,34.09669211
ES,Spain,2013,LOAN,EUR,393
ES,Spain,2013,LOAN,EUR,608.898
ES,Spain,2013,LOAN,EUR,134
ES,Spain,2014,LOAN,PT_ENT,53.79285528
ES,Spain,2014,LOAN,PT_ENT,41.17647059
ES,Spain,2014,LOAN,EUR,357
ES,Spain,2014,LOAN,EUR,293
ES,Spain,2014,LOAN,EUR,544.682
ES,Spain,2014,LOAN,EUR,147
ES,Spain,2015,LOAN,PT_ENT,49.85420543
ES,Spain,2015,LOAN,PT_ENT,41.98473282
ES,Spain,2015,LOAN,EUR,393
ES,Spain,2015,LOAN,EUR,258
ES,Spain,2015,LOAN,EUR,517.509
ES,Spain,2015,LOAN,EUR,165
ES,Spain,2016,LOAN,PT_ENT,50.10141988
ES,Spain,2016,LOAN,PT_ENT,52.63157895
ES,Spain,2016,LOAN,EUR,323
ES,Spain,2016,LOAN,EUR,247
ES,Spain,2016,LOAN,EUR,493
ES,Spain,2016,LOAN,EUR,170
ES,Spain,2017,LOAN,PT_ENT,51.57232704
ES,Spain,2017,LOAN,PT_ENT,54.27728614
ES,Spain,2017,LOAN,EUR,339
ES,Spain,2017,LOAN,EUR,246
ES,Spain,2017,LOAN,EUR,477
ES,Spain,2017,LOAN,EUR,184
ES,Spain,2018,LOAN,PT_ENT,51.34529148
ES,Spain,2018,LOAN,PT_ENT,50.43227666
ES,Spain,2018,LOAN,EUR,347
ES,Spain,2018,LOAN,EUR,229
ES,Spain,2018,LOAN,EUR,446
ES,Spain,2018,LOAN,EUR,175
ES,Spain,2019,LOAN,PT_ENT,50.34482759
ES,Spain,2019,LOAN,PT_ENT,50
ES,Spain,2019,LOAN,EUR,348
ES,Spain,2019,LOAN,EUR,219
ES,Spain,2019,LOAN,EUR,435
ES,Spain,2019,LOAN,EUR,174
ES,Spain,2020,LOAN,PT_ENT,51.16772824
ES,Spain,2020,LOAN,PT_ENT,48.45938375
ES,Spain,2020,LOAN,EUR,357
ES,Spain,2020,LOAN,EUR,241
ES,Spain,2020,LOAN,EUR,471
ES,Spain,2020,LOAN,EUR,173
ES,Spain,2021,LOAN,PT_ENT,50.10570825
ES,Spain,2021,LOAN,PT_ENT,50.50167224
ES,Spain,2021,LOAN,EUR,299
ES,Spain,2021,LOAN,EUR,237
ES,Spain,2021,LOAN,EUR,473
ES,Spain,2021,LOAN,EUR,151
ES,Spain,2022,LOAN,PT_ENT,48.5106383
ES,Spain,2022,LOAN,PT_ENT,48.18941504
ES,Spain,2022,LOAN,EUR,359
ES,Spain,2022,LOAN,EUR,228
ES,Spain,2022,LOAN,EUR,470
ES,Spain,2022,LOAN,EUR,173
ES,Spain,2009,LOAN_APPLICATIONS,PT_ENT,38.07
ES,Spain,2010,LOAN_APPLICATIONS,PT_ENT,36.25
ES,Spain,2011,LOAN_APPLICATIONS,PT_ENT,34.67
ES,Spain,2012,LOAN_APPLICATIONS,PT_ENT,31.89
ES,Spain,2013,LOAN_APPLICATIONS,PT_ENT,31.49
ES,Spain,2014,LOAN_APPLICATIONS,PT_ENT,34.36
ES,Spain,2015,LOAN_APPLICATIONS,PT_ENT,33.81
ES,Spain,2016,LOAN_APPLICATIONS,PT_ENT,32.8
ES,Spain,2017,LOAN_APPLICATIONS,PT_ENT,28.14
ES,Spain,2018,LOAN_APPLICATIONS,PT_ENT,28.6
ES,Spain,2019,LOAN_APPLICATIONS,PT_ENT,33.87
ES,Spain,2020,LOAN_APPLICATIONS,PT_ENT,38.26
ES,Spain,2021,LOAN_APPLICATIONS,PT_ENT,22.07
ES,Spain,2022,LOAN_APPLICATIONS,PT_ENT,21.16
ES,Spain,2010,LOAN_COLLATERAL,PT_ENT,35.19
ES,Spain,2011,LOAN_COLLATERAL,PT_ENT,34.36
ES,Spain,2012,LOAN_COLLATERAL,PT_ENT,31.45
ES,Spain,2013,LOAN_COLLATERAL,PT_ENT,30
ES,Spain,2014,LOAN_COLLATERAL,PT_ENT,31.22
ES,Spain,2015,LOAN_COLLATERAL,PT_ENT,28.24
ES,Spain,2016,LOAN_COLLATERAL,PT_ENT,25.89
ES,Spain,2017,LOAN_COLLATERAL,PT_ENT,26.04
ES,Spain,2018,LOAN_COLLATERAL,PT_ENT,24.05
ES,Spain,2019,LOAN_COLLATERAL,PT_ENT,23.39
ES,Spain,2020,LOAN_COLLATERAL,PT_ENT,20.79
ES,Spain,2021,LOAN_COLLATERAL,PT_ENT,19.16
ES,Spain,2022,LOAN_COLLATERAL,PT_ENT,18.85
ES,Spain,2007,LOAN_GOV_DIRECT,EUR,10103
ES,Spain,2008,LOAN_GOV_DIRECT,EUR,12384
ES,Spain,2009,LOAN_GOV_DIRECT,EUR,19916
ES,Spain,2010,LOAN_GOV_DIRECT,EUR,23740
ES,Spain,2011,LOAN_GOV_DIRECT,EUR,26221
ES,Spain,2012,LOAN_GOV_DIRECT,EUR,23599
ES,Spain,2013,LOAN_GOV_DIRECT,EUR,23648
ES,Spain,2014,LOAN_GOV_DIRECT,EUR,22588
ES,Spain,2015,LOAN_GOV_DIRECT,EUR,21481
ES,Spain,2016,LOAN_GOV_DIRECT,EUR,20734
ES,Spain,2017,LOAN_GOV_DIRECT,EUR,20525
ES,Spain,2018,LOAN_GOV_DIRECT,EUR,20599
ES,Spain,2019,LOAN_GOV_DIRECT,EUR,19589
ES,Spain,2020,LOAN_GOV_DIRECT,EUR,29709
ES,Spain,2021,LOAN_GOV_DIRECT,EUR,26186
ES,Spain,2022,LOAN_GOV_DIRECT,EUR,24942
ES,Spain,2007,LOAN_GOV_GUARANTEED,EUR,5210
ES,Spain,2008,LOAN_GOV_GUARANTEED,EUR,7053
ES,Spain,2009,LOAN_GOV_GUARANTEED,EUR,5906
ES,Spain,2010,LOAN_GOV_GUARANTEED,EUR,7236
ES,Spain,2011,LOAN_GOV_GUARANTEED,EUR,7502
ES,Spain,2012,LOAN_GOV_GUARANTEED,EUR,4974
ES,Spain,2013,LOAN_GOV_GUARANTEED,EUR,2064
ES,Spain,2014,LOAN_GOV_GUARANTEED,EUR,938
ES,Spain,2015,LOAN_GOV_GUARANTEED,EUR,273
ES,Spain,2016,LOAN_GOV_GUARANTEED,EUR,109
ES,Spain,2017,LOAN_GOV_GUARANTEED,EUR,42
ES,Spain,2018,LOAN_GOV_GUARANTEED,EUR,30
ES,Spain,2007,LOAN_GOV_GUARANTEES,EUR,5550
ES,Spain,2008,LOAN_GOV_GUARANTEES,EUR,7700
ES,Spain,2009,LOAN_GOV_GUARANTEES,EUR,11000
ES,Spain,2010,LOAN_GOV_GUARANTEES,EUR,10100
ES,Spain,2011,LOAN_GOV_GUARANTEES,EUR,12000
ES,Spain,2012,LOAN_GOV_GUARANTEES,EUR,11000
ES,Spain,2013,LOAN_GOV_GUARANTEES,EUR,13000
ES,Spain,2014,LOAN_GOV_GUARANTEES,EUR,9100
ES,Spain,2015,LOAN_GOV_GUARANTEES,EUR,7600
ES,Spain,2016,LOAN_GOV_GUARANTEES,EUR,6500
ES,Spain,2017,LOAN_GOV_GUARANTEES,EUR,3110
ES,Spain,2007,LOAN_LT,EUR,15
ES,Spain,2008,LOAN_LT,EUR,11
ES,Spain,2009,LOAN_LT,EUR,17
ES,Spain,2010,LOAN_LT,EUR,14
ES,Spain,2011,LOAN_LT,EUR,8
ES,Spain,2012,LOAN_LT,EUR,7
ES,Spain,2013,LOAN_LT,EUR,9
ES,Spain,2014,LOAN_LT,EUR,11
ES,Spain,2015,LOAN_LT,EUR,12
ES,Spain,2016,LOAN_LT,EUR,17
ES,Spain,2017,LOAN_LT,EUR,21
ES,Spain,2018,LOAN_LT,EUR,18
ES,Spain,2019,LOAN_LT,EUR,17
ES,Spain,2020,LOAN_LT,EUR,44
ES,Spain,2021,LOAN_LT,EUR,20
ES,Spain,2022,LOAN_LT,EUR,11
ES,Spain,2009,LOAN_REJECTION,PT_ENT,22.74
ES,Spain,2010,LOAN_REJECTION,PT_ENT,15.87
ES,Spain,2011,LOAN_REJECTION,PT_ENT,12.83
ES,Spain,2012,LOAN_REJECTION,PT_ENT,18.47
ES,Spain,2013,LOAN_REJECTION,PT_ENT,12.85
ES,Spain,2014,LOAN_REJECTION,PT_ENT,9.77
ES,Spain,2015,LOAN_REJECTION,PT_ENT,7.87
ES,Spain,2016,LOAN_REJECTION,PT_ENT,6.95
ES,Spain,2017,LOAN_REJECTION,PT_ENT,4.75
ES,Spain,2018,LOAN_REJECTION,PT_ENT,5.95
ES,Spain,2019,LOAN_REJECTION,PT_ENT,4.38
ES,Spain,2020,LOAN_REJECTION,PT_ENT,4.05
ES,Spain,2021,LOAN_REJECTION,PT_ENT,5.87
ES,Spain,2022,LOAN_REJECTION,PT_ENT,6.39
ES,Spain,2007,LOAN_ST,PT_ENT,96.1928934
ES,Spain,2007,LOAN_ST,EUR,379
ES,Spain,2008,LOAN_ST,PT_ENT,96.91876751
ES,Spain,2008,LOAN_ST,EUR,346
ES,Spain,2009,LOAN_ST,PT_ENT,93.53612167
ES,Spain,2009,LOAN_ST,EUR,246
ES,Spain,2010,LOAN_ST,PT_ENT,93.33333333
ES,Spain,2010,LOAN_ST,EUR,196
ES,Spain,2011,LOAN_ST,PT_ENT,95.40229885
ES,Spain,2011,LOAN_ST,EUR,166
ES,Spain,2012,LOAN_ST,PT_ENT,95.20547945
ES,Spain,2012,LOAN_ST,EUR,139
ES,Spain,2013,LOAN_ST,PT_ENT,93.33333333
ES,Spain,2013,LOAN_ST,EUR,126
ES,Spain,2014,LOAN_ST,PT_ENT,92.46575342
ES,Spain,2014,LOAN_ST,EUR,135
ES,Spain,2015,LOAN_ST,PT_ENT,92.77108434
ES,Spain,2015,LOAN_ST,EUR,154
ES,Spain,2016,LOAN_ST,PT_ENT,90
ES,Spain,2016,LOAN_ST,EUR,153
ES,Spain,2017,LOAN_ST,PT_ENT,88.58695652
ES,Spain,2017,LOAN_ST,EUR,163
ES,Spain,2018,LOAN_ST,PT_ENT,89.71428571
ES,Spain,2018,LOAN_ST,EUR,157
ES,Spain,2019,LOAN_ST,PT_ENT,90.1734104
ES,Spain,2019,LOAN_ST,EUR,156
ES,Spain,2020,LOAN_ST,PT_ENT,74.56647399
ES,Spain,2020,LOAN_ST,EUR,129
ES,Spain,2021,LOAN_ST,PT_ENT,86.84210526
ES,Spain,2021,LOAN_ST,EUR,132
ES,Spain,2022,LOAN_ST,PT_ENT,93.60465116
ES,Spain,2022,LOAN_ST,EUR,161
ES,Spain,2010,NPL,PT_ENT,5.81
ES,Spain,2011,NPL,PT_ENT,7.84
ES,Spain,2012,NPL,PT_ENT,10.43
ES,Spain,2013,NPL,PT_ENT,13.62
ES,Spain,2014,NPL,PT_ENT,12.51
ES,Spain,2015,NPL,PT_ENT,10.12
ES,Spain,2016,NPL,PT_ENT,9.11
ES,Spain,2017,NPL,PT_ENT,7.79
ES,Spain,2019,NPL,PT_ENT,4.79
ES,Spain,2020,NPL,PT_ENT,4.51
ES,Spain,2021,NPL,PT_ENT,4.29
ES,Spain,2022,NPL,PT_ENT,3.54
ES,Spain,2007,PAYMENT_DELAYS,D,5
ES,Spain,2008,PAYMENT_DELAYS,D,5
ES,Spain,2009,PAYMENT_DELAYS,D,14
ES,Spain,2010,PAYMENT_DELAYS,D,12
ES,Spain,2011,PAYMENT_DELAYS,D,6
ES,Spain,2012,PAYMENT_DELAYS,D,9
ES,Spain,2013,PAYMENT_DELAYS,D,16
ES,Spain,2014,PAYMENT_DELAYS,D,11
ES,Spain,2015,PAYMENT_DELAYS,D,9
ES,Spain,2016,PAYMENT_DELAYS,D,7
ES,Spain,2017,PAYMENT_DELAYS,D,5
ES,Spain,2018,PAYMENT_DELAYS,D,2
ES,Spain,2020,PAYMENT_DELAYS,D,3
ES,Spain,2021,PAYMENT_DELAYS,D,2
ES,Spain,2008,VC,EUR,3336
ES,Spain,2009,VC,GR,7.793764988
ES,Spain,2009,VC,EUR,3596
ES,Spain,2010,VC,GR,0.111234705
ES,Spain,2010,VC,EUR,3600
ES,Spain,2011,VC,GR,-25.69444444
ES,Spain,2011,VC,EUR,2675
ES,Spain,2012,VC,GR,-19.81308411
ES,Spain,2012,VC,EUR,2145
ES,Spain,2013,VC,GR,-31.32867133
ES,Spain,2013,VC,EUR,1473
ES,Spain,2014,VC,GR,52.54582485
ES,Spain,2014,VC,EUR,2247
ES,Spain,2015,VC,GR,-15.35380507
ES,Spain,2015,VC,EUR,1902
ES,Spain,2016,VC,GR,-0.841219769
ES,Spain,2016,VC,EUR,1886
ES,Spain,2017,VC,GR,29.69247084
ES,Spain,2017,VC,EUR,2446
ES,Spain,2018,VC,GR,21.99509403
ES,Spain,2018,VC,EUR,2984
ES,Spain,2019,VC,GR,40.61662198
ES,Spain,2019,VC,EUR,4196
ES,Spain,2020,VC,GR,-0.738798856
ES,Spain,2020,VC,EUR,4165
ES,Spain,2021,VC,GR,24.68187275
ES,Spain,2021,VC,EUR,5193
