country_iso3,measure,sex_own,entr_size,transaction_type,unit_measure,prices,unit_mult,country,year,value,obs_status,decimals,region_code
EST,INTEREST_RATE,_Z,LRG,_Z,PA,_Z,0,EST,2015,2.053417282,A,2,NA
EST,INTEREST_RATE,_Z,SME,_Z,PA,_Z,0,EST,2015,3.039830227,A,2,NA
EST,BANKRUPTCIES,_Z,SME,NEW,GR,_Z,0,EST,2015,-12.14953271,A,2,NA
EST,INTEREST_RATE_SPREAD,_Z,SME,_Z,PD,_Z,0,EST,2015,0.986412945,A,2,NA
EST,BANKRUPTCIES,_Z,SME,NEW,ENT,_Z,0,EST,2015,376,A,0,NA
EST,PAYMENT_DELAYS,_Z,T,_Z,D,_Z,0,EST,2015,6.9,A,0,NA
EST,LOAN_LT,_Z,SME,OUTSTANDING,EUR,V,6,EST,2015,1369.940763,A,1,NA
EST,LOAN_ST,_Z,SME,OUTSTANDING,EUR,V,6,EST,2015,300.8102532,A,1,NA
EST,LOAN_GOV_GUARANTEED,_Z,SME,_Z,EUR,V,6,EST,2015,112.09198,A,1,NA
EST,LOAN_GOV_GUARANTEES,_Z,SME,_Z,EUR,V,6,EST,2015,65.62404679,A,1,NA
EST,FACTORING,_Z,T,_Z,EUR,V,6,EST,2015,2239.374012,A,1,NA
EST,LEASING,_Z,T,_Z,EUR,V,6,EST,2015,542.6931124,A,1,NA
EST,VC,_Z,T,_Z,EUR,V,6,EST,2015,96.565106,A,1,NA
EST,LOAN,_Z,T,OUTSTANDING,EUR,V,6,EST,2015,6802.556732,A,1,NA
EST,LOAN,_Z,T,NEW,EUR,V,6,EST,2015,6681.695748,A,1,NA
EST,LOAN,_Z,SME,OUTSTANDING,EUR,V,6,EST,2015,1670.751016,A,1,NA
EST,LOAN,_Z,SME,NEW,EUR,V,6,EST,2015,2253.602239,A,1,NA
EST,LOAN,_Z,SME,OUTSTANDING,PT_ENT,_Z,0,EST,2016,23.227645,A,2,NA
EST,LOAN,_Z,SME,NEW,PT_ENT,_Z,0,EST,2016,33.83939516,A,2,NA
EST,NPL,_Z,T,OUTSTANDING,PT_ENT,_Z,0,EST,2016,1.622010906,A,2,NA
EST,NPL,_Z,SME,OUTSTANDING,PT_ENT,_Z,0,EST,2016,2.877270663,A,2,NA
EST,LOAN_ST,_Z,T,OUTSTANDING,PT_ENT,_Z,0,EST,2016,18.45806985,A,2,NA
EST,LOAN_APPLICATIONS,_Z,SME,_Z,PT_ENT,_Z,0,EST,2016,0.049605588,A,2,NA
EST,LOAN_COLLATERAL,_Z,SME,_Z,PT_ENT,_Z,0,EST,2016,0.046150367,A,2,NA
EST,INTEREST_RATE,_Z,LRG,_Z,PA,_Z,0,EST,2016,2.081845337,A,2,NA
EST,INTEREST_RATE,_Z,SME,_Z,PA,_Z,0,EST,2016,2.958543214,A,2,NA
EST,BANKRUPTCIES,_Z,SME,NEW,GR,_Z,0,EST,2016,-10.90425532,A,2,NA
EST,VC,_Z,T,_Z,GR,_Z,0,EST,2016,9.441494322,A,2,NA
EST,INTEREST_RATE_SPREAD,_Z,SME,_Z,PD,_Z,0,EST,2016,0.876697877,A,2,NA
EST,BANKRUPTCIES,_Z,SME,NEW,ENT,_Z,0,EST,2016,335,A,0,NA
EST,PAYMENT_DELAYS,_Z,T,_Z,D,_Z,0,EST,2016,6,A,0,NA
EST,LOAN_LT,_Z,SME,OUTSTANDING,EUR,V,6,EST,2016,1390.955603,A,1,NA
EST,LOAN_ST,_Z,SME,OUTSTANDING,EUR,V,6,EST,2016,314.8607793,A,1,NA
EST,LOAN_GOV_GUARANTEED,_Z,SME,_Z,EUR,V,6,EST,2016,170.8430003,A,1,NA
EST,LOAN_GOV_GUARANTEES,_Z,SME,_Z,EUR,V,6,EST,2016,93.48087783,A,1,NA
EST,FACTORING,_Z,T,_Z,EUR,V,6,EST,2016,2090.424666,A,1,NA
EST,LEASING,_Z,T,_Z,EUR,V,6,EST,2016,676.1272282,A,1,NA
EST,VC,_Z,T,_Z,EUR,V,6,EST,2016,105.682295,A,1,NA
EST,LOAN,_Z,T,OUTSTANDING,EUR,V,6,EST,2016,7343.90586,A,1,NA
EST,LOAN,_Z,T,NEW,EUR,V,6,EST,2016,6990.058456,A,1,NA
EST,LOAN,_Z,SME,OUTSTANDING,EUR,V,6,EST,2016,1705.816382,A,1,NA
EST,LOAN,_Z,SME,NEW,EUR,V,6,EST,2016,2365.393503,A,1,NA
EST,LOAN,_Z,SME,OUTSTANDING,PT_ENT,_Z,0,EST,2017,26.1480797,A,2,NA
EST,LOAN,_Z,SME,NEW,PT_ENT,_Z,0,EST,2017,35.46757709,A,2,NA
EST,NPL,_Z,T,OUTSTANDING,PT_ENT,_Z,0,EST,2017,1.345568733,A,2,NA
EST,NPL,_Z,SME,OUTSTANDING,PT_ENT,_Z,0,EST,2017,1.936151194,A,2,NA
EST,LOAN_ST,_Z,T,OUTSTANDING,PT_ENT,_Z,0,EST,2017,17.65698124,A,2,NA
EST,LOAN_APPLICATIONS,_Z,SME,_Z,PT_ENT,_Z,0,EST,2017,0.077894423,A,2,NA
EST,LOAN_COLLATERAL,_Z,SME,_Z,PT_ENT,_Z,0,EST,2017,0.028412378,A,2,NA
EST,INTEREST_RATE,_Z,LRG,_Z,PA,_Z,0,EST,2017,2.118284896,A,2,NA
EST,INTEREST_RATE,_Z,SME,_Z,PA,_Z,0,EST,2017,2.991630988,A,2,NA
EST,BANKRUPTCIES,_Z,SME,NEW,GR,_Z,0,EST,2017,2.388059701,A,2,NA
EST,VC,_Z,T,_Z,GR,_Z,0,EST,2017,157.9096622,A,2,NA
EST,INTEREST_RATE_SPREAD,_Z,SME,_Z,PD,_Z,0,EST,2017,0.873346091,A,2,NA
EST,BANKRUPTCIES,_Z,SME,NEW,ENT,_Z,0,EST,2017,343,A,0,NA
EST,PAYMENT_DELAYS,_Z,T,_Z,D,_Z,0,EST,2017,5.5,A,0,NA
EST,LOAN_LT,_Z,SME,OUTSTANDING,EUR,V,6,EST,2017,1493.172253,A,1,NA
EST,LOAN_ST,_Z,SME,OUTSTANDING,EUR,V,6,EST,2017,320.1839678,A,1,NA
EST,LOAN_GOV_GUARANTEED,_Z,SME,_Z,EUR,V,6,EST,2017,99.67062633,A,1,NA
EST,LOAN_GOV_GUARANTEES,_Z,SME,_Z,EUR,V,6,EST,2017,60.944016070000004,A,1,NA
EST,FACTORING,_Z,T,_Z,EUR,V,6,EST,2017,2290.405502,A,1,NA
EST,LEASING,_Z,T,_Z,EUR,V,6,EST,2017,718.446273,A,1,NA
EST,VC,_Z,T,_Z,EUR,V,6,EST,2017,272.56485,A,1,NA
EST,LOAN,_Z,T,OUTSTANDING,EUR,V,6,EST,2017,6934.949877,A,1,NA
EST,LOAN,_Z,T,NEW,EUR,V,6,EST,2017,7188.662642,A,1,NA
EST,LOAN,_Z,SME,OUTSTANDING,EUR,V,6,EST,2017,1813.356221,A,1,NA
EST,LOAN,_Z,SME,NEW,EUR,V,6,EST,2017,2549.644464,A,1,NA
EST,LOAN,_Z,SME,OUTSTANDING,PT_ENT,_Z,0,EST,2018,23.702427,A,2,NA
EST,LOAN,_Z,SME,NEW,PT_ENT,_Z,0,EST,2018,33.26364208,A,2,NA
EST,NPL,_Z,T,OUTSTANDING,PT_ENT,_Z,0,EST,2018,0.810470595,A,2,NA
EST,NPL,_Z,SME,OUTSTANDING,PT_ENT,_Z,0,EST,2018,1.9894729309999999,A,2,NA
EST,LOAN_ST,_Z,T,OUTSTANDING,PT_ENT,_Z,0,EST,2018,17.62536156,A,2,NA
EST,LOAN_APPLICATIONS,_Z,SME,_Z,PT_ENT,_Z,0,EST,2018,0.032851775,A,2,NA
EST,LOAN_COLLATERAL,_Z,SME,_Z,PT_ENT,_Z,0,EST,2018,0.101284996,A,2,NA
EST,INTEREST_RATE,_Z,LRG,_Z,PA,_Z,0,EST,2018,2.129423323,A,2,NA
EST,INTEREST_RATE,_Z,SME,_Z,PA,_Z,0,EST,2018,3.278137651,A,2,NA
EST,BANKRUPTCIES,_Z,SME,NEW,GR,_Z,0,EST,2018,-20.40816327,A,2,NA
EST,VC,_Z,T,_Z,GR,_Z,0,EST,2018,19.29692365,A,2,NA
EST,INTEREST_RATE_SPREAD,_Z,SME,_Z,PD,_Z,0,EST,2018,1.148714328,A,2,NA
EST,BANKRUPTCIES,_Z,SME,NEW,ENT,_Z,0,EST,2018,273,A,0,NA
EST,LOAN_LT,_Z,SME,OUTSTANDING,EUR,V,6,EST,2018,1399.635421,A,1,NA
EST,LOAN_ST,_Z,SME,OUTSTANDING,EUR,V,6,EST,2018,299.474217,A,1,NA
EST,LOAN_GOV_GUARANTEED,_Z,SME,_Z,EUR,V,6,EST,2018,118.14,A,1,NA
EST,LOAN_GOV_GUARANTEES,_Z,SME,_Z,EUR,V,6,EST,2018,72.2,A,1,NA
EST,FACTORING,_Z,T,_Z,EUR,V,6,EST,2018,3033.815695,A,1,NA
EST,LEASING,_Z,T,_Z,EUR,V,6,EST,2018,811.4974215,A,1,NA
EST,VC,_Z,T,_Z,EUR,V,6,EST,2018,325.161481,A,1,NA
EST,LOAN,_Z,T,OUTSTANDING,EUR,V,6,EST,2018,7168.504886,A,1,NA
EST,LOAN,_Z,T,NEW,EUR,V,6,EST,2018,7916.766311,A,1,NA
EST,LOAN,_Z,SME,OUTSTANDING,EUR,V,6,EST,2018,1699.109638,A,1,NA
EST,LOAN,_Z,SME,NEW,EUR,V,6,EST,2018,2633.40481,A,1,NA
EST,LOAN,_Z,SME,OUTSTANDING,PT_ENT,_Z,0,EST,2019,21.75899756,A,2,NA
EST,LOAN,_Z,SME,NEW,PT_ENT,_Z,0,EST,2019,35.64554917,A,2,NA
EST,NPL,_Z,T,OUTSTANDING,PT_ENT,_Z,0,EST,2019,0.704898462,A,2,NA
EST,NPL,_Z,SME,OUTSTANDING,PT_ENT,_Z,0,EST,2019,2.193635315,A,2,NA
EST,LOAN_ST,_Z,T,OUTSTANDING,PT_ENT,_Z,0,EST,2019,16.86297137,A,2,NA
EST,LOAN_APPLICATIONS,_Z,SME,_Z,PT_ENT,_Z,0,EST,2019,0.103521806,A,2,NA
EST,LOAN_COLLATERAL,_Z,SME,_Z,PT_ENT,_Z,0,EST,2019,0.029782265,A,2,NA
EST,INTEREST_RATE,_Z,LRG,_Z,PA,_Z,0,EST,2019,2.556767193,A,2,NA
EST,INTEREST_RATE,_Z,SME,_Z,PA,_Z,0,EST,2019,3.847962912,A,2,NA
EST,BANKRUPTCIES,_Z,SME,NEW,GR,_Z,0,EST,2019,-0.732600733,A,2,NA
EST,VC,_Z,T,_Z,GR,_Z,0,EST,2019,-18.94664485,A,2,NA
EST,INTEREST_RATE_SPREAD,_Z,SME,_Z,PD,_Z,0,EST,2019,1.291195719,A,2,NA
EST,BANKRUPTCIES,_Z,SME,NEW,ENT,_Z,0,EST,2019,271,A,0,NA
EST,PAYMENT_DELAYS,_Z,T,_Z,D,_Z,0,EST,2019,6.4,A,0,NA
EST,LOAN_LT,_Z,SME,OUTSTANDING,EUR,V,6,EST,2019,1298.76384,A,1,NA
EST,LOAN_ST,_Z,SME,OUTSTANDING,EUR,V,6,EST,2019,263.4327663,A,1,NA
EST,LOAN_GOV_GUARANTEED,_Z,SME,_Z,EUR,V,6,EST,2019,145.5,A,1,NA
EST,LOAN_GOV_GUARANTEES,_Z,SME,_Z,EUR,V,6,EST,2019,75.3,A,1,NA
EST,FACTORING,_Z,T,_Z,EUR,V,6,EST,2019,3450.64304,A,1,NA
EST,LEASING,_Z,T,_Z,EUR,V,6,EST,2019,728.8711864,A,1,NA
EST,VC,_Z,T,_Z,EUR,V,6,EST,2019,263.55429,A,1,NA
EST,LOAN,_Z,T,OUTSTANDING,EUR,V,6,EST,2019,7179.543089,A,1,NA
EST,LOAN,_Z,T,NEW,EUR,V,6,EST,2019,8152.545545,A,1,NA
EST,LOAN,_Z,SME,OUTSTANDING,EUR,V,6,EST,2019,1562.196606,A,1,NA
EST,LOAN,_Z,SME,NEW,EUR,V,6,EST,2019,2906.019631,A,1,NA
EST,LOAN,_Z,SME,OUTSTANDING,PT_ENT,_Z,0,EST,2020,20.0585262,A,2,NA
EST,LOAN,_Z,SME,NEW,PT_ENT,_Z,0,EST,2020,35.11129207,A,2,NA
EST,NPL,_Z,T,OUTSTANDING,PT_ENT,_Z,0,EST,2020,0.59,A,2,NA
EST,NPL,_Z,SME,OUTSTANDING,PT_ENT,_Z,0,EST,2020,2.09,A,2,NA
EST,LOAN_ST,_Z,T,OUTSTANDING,PT_ENT,_Z,0,EST,2020,13.20504313,A,2,NA
EST,INTEREST_RATE,_Z,LRG,_Z,PA,_Z,0,EST,2020,2.77,A,2,NA
EST,INTEREST_RATE,_Z,SME,_Z,PA,_Z,0,EST,2020,4.08,A,2,NA
EST,BANKRUPTCIES,_Z,SME,NEW,GR,_Z,0,EST,2020,25.8302583,A,2,NA
EST,VC,_Z,T,_Z,GR,_Z,0,EST,2020,71.86,A,2,NA
EST,INTEREST_RATE_SPREAD,_Z,SME,_Z,PD,_Z,0,EST,2020,1.31,A,2,NA
EST,BANKRUPTCIES,_Z,SME,NEW,ENT,_Z,0,EST,2020,341,A,0,NA
EST,LOAN_LT,_Z,SME,OUTSTANDING,EUR,V,6,EST,2020,1308,A,1,NA
EST,LOAN_ST,_Z,SME,OUTSTANDING,EUR,V,6,EST,2020,199,A,1,NA
EST,LOAN_GOV_GUARANTEED,_Z,SME,_Z,EUR,V,6,EST,2020,188.13,A,1,NA
EST,LOAN_GOV_DIRECT,_Z,SME,_Z,EUR,V,6,EST,2020,85.009,A,1,NA
EST,LOAN_GOV_GUARANTEES,_Z,SME,_Z,EUR,V,6,EST,2020,112.6,A,1,NA
EST,FACTORING,_Z,T,_Z,EUR,V,6,EST,2020,2582,A,1,NA
EST,LEASING,_Z,T,_Z,EUR,V,6,EST,2020,545,A,1,NA
EST,VC,_Z,T,_Z,EUR,V,6,EST,2020,452.936224,A,1,NA
EST,LOAN,_Z,T,OUTSTANDING,EUR,V,6,EST,2020,7518,A,1,NA
EST,LOAN,_Z,T,NEW,EUR,V,6,EST,2020,7368,A,1,NA
EST,LOAN,_Z,SME,OUTSTANDING,EUR,V,6,EST,2020,1508,A,1,NA
EST,LOAN,_Z,SME,NEW,EUR,V,6,EST,2020,2587,A,1,NA
EST,LOAN,_Z,SME,OUTSTANDING,PT_ENT,_Z,0,EST,2021,20.30877867,A,2,NA
EST,LOAN,_Z,SME,NEW,PT_ENT,_Z,0,EST,2021,34.16714116,A,2,NA
EST,NPL,_Z,T,OUTSTANDING,PT_ENT,_Z,0,EST,2021,0.285718791,A,2,NA
EST,NPL,_Z,SME,OUTSTANDING,PT_ENT,_Z,0,EST,2021,0.842847814,A,2,NA
EST,LOAN_ST,_Z,T,OUTSTANDING,PT_ENT,_Z,0,EST,2021,11.25299655,A,2,NA
EST,INTEREST_RATE,_Z,LRG,_Z,PA,_Z,0,EST,2021,2.813281236,A,2,NA
EST,INTEREST_RATE,_Z,SME,_Z,PA,_Z,0,EST,2021,3.747731541,A,2,NA
EST,BANKRUPTCIES,_Z,SME,NEW,GR,_Z,0,EST,2021,-69.79472141,A,2,NA
EST,VC,_Z,T,_Z,GR,_Z,0,EST,2021,112.48,A,2,NA
EST,INTEREST_RATE_SPREAD,_Z,SME,_Z,PD,_Z,0,EST,2021,0.934450305,A,2,NA
EST,BANKRUPTCIES,_Z,SME,NEW,ENT,_Z,0,EST,2021,103,A,0,NA
EST,LOAN_LT,_Z,SME,OUTSTANDING,EUR,V,6,EST,2021,1473.476227,A,1,NA
EST,LOAN_ST,_Z,SME,OUTSTANDING,EUR,V,6,EST,2021,186.8347352,A,1,NA
EST,LOAN_GOV_GUARANTEED,_Z,SME,_Z,EUR,V,6,EST,2021,140.1,A,1,NA
EST,LOAN_GOV_DIRECT,_Z,SME,_Z,EUR,V,6,EST,2021,10,A,1,NA
EST,LOAN_GOV_GUARANTEES,_Z,SME,_Z,EUR,V,6,EST,2021,94,A,1,NA
EST,FACTORING,_Z,T,_Z,EUR,V,6,EST,2021,2988.654868,A,1,NA
EST,LEASING,_Z,T,_Z,EUR,V,6,EST,2021,775.3243132,A,1,NA
EST,VC,_Z,T,_Z,EUR,V,6,EST,2021,962.416857,A,1,NA
EST,LOAN,_Z,T,OUTSTANDING,EUR,V,6,EST,2021,8175.336336,A,1,NA
EST,LOAN,_Z,T,NEW,EUR,V,6,EST,2021,8810.343341,A,1,NA
EST,LOAN,_Z,SME,OUTSTANDING,EUR,V,6,EST,2021,1660.310962,A,1,NA
EST,LOAN,_Z,SME,NEW,EUR,V,6,EST,2021,3010.242445,A,1,NA
EST,LOAN,_Z,SME,OUTSTANDING,PT_ENT,_Z,0,EST,2022,18.70067605,A,2,NA
EST,LOAN,_Z,SME,NEW,PT_ENT,_Z,0,EST,2022,27.67459929,A,2,NA
EST,NPL,_Z,T,OUTSTANDING,PT_ENT,_Z,0,EST,2022,0.230717752,A,2,NA
EST,NPL,_Z,SME,OUTSTANDING,PT_ENT,_Z,0,EST,2022,0.564397862,A,2,NA
EST,LOAN_ST,_Z,T,OUTSTANDING,PT_ENT,_Z,0,EST,2022,12.56674495,A,2,NA
EST,INTEREST_RATE,_Z,LRG,_Z,PA,_Z,0,EST,2022,3.436809833,A,2,NA
EST,INTEREST_RATE,_Z,SME,_Z,PA,_Z,0,EST,2022,4.084638899,A,2,NA
EST,BANKRUPTCIES,_Z,SME,NEW,GR,_Z,0,EST,2022,-4.854368932,A,2,NA
EST,VC,_Z,T,_Z,GR,_Z,0,EST,2022,35.38,A,2,NA
EST,INTEREST_RATE_SPREAD,_Z,SME,_Z,PD,_Z,0,EST,2022,0.647829066,A,2,NA
EST,BANKRUPTCIES,_Z,SME,NEW,ENT,_Z,0,EST,2022,98,A,0,NA
EST,LOAN_LT,_Z,SME,OUTSTANDING,EUR,V,6,EST,2022,1469.354058,A,1,NA
EST,LOAN_ST,_Z,SME,OUTSTANDING,EUR,V,6,EST,2022,211.1896402,A,1,NA
EST,LOAN_GOV_GUARANTEED,_Z,SME,_Z,EUR,V,6,EST,2022,153.72,A,1,NA
EST,LOAN_GOV_DIRECT,_Z,SME,_Z,EUR,V,6,EST,2022,3.79,A,1,NA
EST,LOAN_GOV_GUARANTEES,_Z,SME,_Z,EUR,V,6,EST,2022,100.56,A,1,NA
EST,FACTORING,_Z,T,_Z,EUR,V,6,EST,2022,3755.50649,A,1,NA
EST,LEASING,_Z,T,_Z,EUR,V,6,EST,2022,804.5172811,A,1,NA
EST,VC,_Z,T,_Z,EUR,V,6,EST,2022,1302.95146,A,1,NA
EST,LOAN,_Z,T,OUTSTANDING,EUR,V,6,EST,2022,8986.539809,A,1,NA
EST,LOAN,_Z,T,NEW,EUR,V,6,EST,2022,9575.616117,A,1,NA
EST,LOAN,_Z,SME,OUTSTANDING,EUR,V,6,EST,2022,1680.543698,A,1,NA
EST,LOAN,_Z,SME,NEW,EUR,V,6,EST,2022,2650.01339,A,1,NA
